Entity,Year,Total wealth per capita,Produced capital,"Natural capital, renewable (excluding sub-soil assets)","Forest, timber","Forest, non-timber",Protected areas,Cropland,Pastureland,"Sub-soil assets (fossil energy resources, metals and minerals)","Fossil energy resources (oil, natural gas, coal)",Oil,Natural gas,Coal,Metals and minerals,Human capital,"Human capital, male","Human capital, female",Net foreign assets,Adjusted net national income,Adjusted net saving,GDP,Gross national income,"Natural capital (timber, non-timber, protected areas, land, sub-soil assets)","Land (crop, pasture)"
Nigeria,2000,35903.08,3820.18,16764.11,784.52,85.86,910.14,12638.21,2345.39,7560.35,7560.06,7508.13,51.82,0.10,0.29,8835.65,6201.58,2634.07,-1077.21,990.61,47.98,1549.04,1343.73,24324.46,14983.60
Nigeria,2005,41776.54,10062.68,13296.43,406.67,63.78,534.99,10959.13,1331.86,9186.59,9185.79,8986.57,199.04,0.17,0.80,9682.29,5706.90,3975.38,-451.45,1542.48,-54.82,2255.46,1986.88,22483.02,12290.99
Nigeria,2010,45242.79,5045.16,9907.70,260.56,45.54,475.99,7979.54,1146.08,10795.63,10788.31,10406.85,381.01,0.44,7.33,19565.38,11550.76,8014.63,-71.09,2234.01,267.12,2798.12,2649.51,20703.33,9125.61
Nigeria,2014,37408.04,3851.40,5093.22,121.94,33.50,350.21,3765.94,821.65,7869.64,7857.21,7533.53,323.38,0.30,12.42,20934.44,12336.53,8597.91,-340.66,2504.24,179.27,3080.32,2976.47,12962.86,4587.58
Norway,1995,1287244.79,323180.49,25930.82,1734.43,4907.82,8644.88,1552.22,9091.47,32086.02,31984.16,24612.30,7371.43,0.44,101.85,903365.98,528925.76,374440.22,2681.48,59296.40,9747.82,76747.80,75835.07,58016.84,10643.69
Norway,2000,1307768.30,323740.22,24535.77,1342.33,4760.07,9949.25,1248.94,7235.18,45678.08,45667.38,38294.60,7372.54,0.24,10.69,889540.23,520789.73,368750.50,24274.01,65570.05,15018.70,89004.27,87824.41,70213.85,8484.12
Norway,2005,1363646.41,354610.37,21307.49,1007.05,4615.82,9311.85,953.14,5419.64,78701.74,78665.67,56880.59,21774.45,10.63,36.07,857340.08,527309.97,330030.11,51686.73,74817.36,20612.58,96394.53,97449.90,100009.23,6372.78
Norway,2010,1499655.40,400287.06,20907.11,906.45,4368.34,10251.73,877.52,4503.07,90088.75,89307.42,63082.66,26195.25,29.50,781.33,903333.32,546260.48,357072.83,85039.16,75007.79,18878.25,95444.25,96463.67,110995.86,5380.59
Norway,2014,1671756.08,423905.36,19932.82,889.08,4160.22,10081.32,765.65,4036.55,83250.77,81692.46,54439.78,27241.93,10.74,1558.31,1004649.45,598568.90,406080.55,140017.68,78002.15,21899.68,97005.55,100577.12,103183.59,4802.20
Oman,1995,274632.98,78529.20,6268.95,1.16,1.00,2864.64,1672.12,1730.04,59621.03,59609.49,58252.09,1357.40,0.00,11.55,131500.02,76755.52,54744.50,-1286.23,12937.82,-3815.29,19569.96,19007.71,65889.98,3402.15
Oman,2000,304961.80,67036.47,10139.35,1.27,0.98,6229.98,1837.77,2069.36,81238.65,81230.42,78727.93,2502.49,0.00,8.23,149214.23,87287.31,61926.92,-2666.90,12469.75,-1659.39,22613.91,21740.78,91378.00,3907.13
Oman,2005,310635.97,52016.25,6668.13,0.71,0.87,3704.00,1396.68,1565.87,109231.16,109218.08,102163.82,7054.27,0.00,13.08,138588.03,80271.26,58316.77,4132.40,11578.53,-533.78,21092.11,20278.50,115899.29,2962.54
Oman,2010,333584.61,59445.09,6606.93,0.59,0.74,3707.88,1330.21,1567.51,104648.48,104541.32,97251.15,7290.18,0.00,107.16,154451.69,86290.07,68161.62,8432.43,13151.38,-565.78,23788.43,22335.64,111255.41,2897.71
Oman,2014,277573.69,49044.66,6137.46,0.51,0.52,3370.03,1341.72,1424.68,89100.77,89037.36,80627.62,8409.74,0.00,63.40,125277.67,71179.10,54098.57,8013.14,9869.19,-2223.25,19129.84,18103.75,95238.23,2766.40
Pakistan,1995,14998.09,2718.88,5723.00,16.52,5.08,350.60,1653.63,3697.17,88.14,86.36,41.11,32.44,12.81,1.77,6931.18,5983.25,947.92,-463.11,887.52,90.30,968.14,975.43,5811.14,5350.80
Pakistan,2000,18703.84,2282.04,5715.25,10.89,4.10,350.18,1606.83,3743.26,100.87,100.83,39.43,52.15,9.25,0.04,11032.18,10235.01,797.17,-426.50,892.83,75.85,1007.78,995.14,5816.12,5350.08
Pakistan,2005,19482.18,2887.91,4942.11,9.69,3.33,320.64,1421.82,3186.63,251.36,246.13,73.83,153.52,18.79,5.23,11722.83,10606.00,1116.83,-322.03,1066.58,148.17,1159.19,1183.16,5193.47,4608.45
Pakistan,2010,20363.53,2777.90,5158.02,10.03,2.66,359.26,1574.16,3211.91,360.22,338.73,105.39,206.45,26.89,21.49,12504.86,11313.52,1191.34,-437.47,1183.23,135.90,1236.51,1283.61,5518.24,4786.07
Pakistan,2014,22181.66,3028.67,5688.77,9.90,2.20,345.12,1572.15,3759.41,293.52,274.06,103.54,150.49,20.04,19.46,13586.83,12720.51,866.32,-416.13,1307.01,189.36,1320.55,1395.49,5982.29,5331.56
Palestine,1995,21502.36,8423.40,3131.39,0.00,4.13,0.00,781.26,2346.01,0.00,0.00,0.00,0.00,,0.00,9947.57,8568.19,1379.38,0.00,2013.15,,1912.16,2168.33,3131.39,3127.26
Palestine,2000,32281.31,12058.77,5533.52,0.00,3.50,0.00,2982.96,2547.07,0.00,0.00,,,0.00,0.00,14689.02,12479.42,2209.59,0.00,2936.81,,2880.85,3218.45,5533.52,5530.03
Palestine,2005,35697.58,13360.24,7139.87,0.00,3.11,0.00,3220.66,3916.11,0.00,0.00,,,0.00,0.00,15197.46,10388.36,4809.10,0.00,2985.53,,3087.08,3310.06,7139.87,7136.77
Palestine,2010,31183.02,11048.84,6267.23,0.00,2.71,0.00,2973.26,3291.26,0.00,0.00,,,0.00,0.00,13866.96,10011.90,3855.06,0.00,2747.25,,2853.28,3045.07,6267.23,6264.52
Palestine,2014,30567.43,11532.80,4256.41,0.00,2.40,0.00,2032.28,2221.72,0.00,0.00,,,0.00,0.00,14778.22,10643.29,4134.93,0.00,2977.76,,2960.78,3306.02,4256.41,4254.00
Panama,1995,75745.32,12863.31,15269.24,319.62,6783.57,2891.37,2180.35,3094.33,0.00,0.00,0.00,0.00,0.00,0.00,51300.98,29669.55,21631.43,-3688.22,5209.90,1136.69,5840.47,5646.16,15269.24,5274.68
Panama,2000,93157.97,16314.91,13565.70,234.74,6025.56,2642.22,1787.19,2875.99,1.48,0.00,0.00,0.00,0.00,1.48,68635.29,38199.68,30435.61,-5359.41,5905.12,1315.99,6703.24,6440.74,13567.18,4663.18
Panama,2005,90240.85,16687.17,11815.23,181.61,5402.10,2199.04,1728.56,2303.92,0.00,0.00,0.00,0.00,0.00,0.00,67799.30,37160.30,30639.00,-6060.86,6577.15,876.15,7552.86,7095.04,11815.23,4032.49
Panama,2010,116676.91,28732.25,12750.44,290.20,4866.71,2852.33,1862.52,2878.68,92.42,0.00,0.00,0.00,0.00,92.42,82595.02,44877.80,37717.23,-7493.22,8354.74,1477.59,9833.29,8877.06,12842.86,4741.20
Panama,2014,136125.43,30378.14,12968.83,370.47,4492.26,3171.85,1804.24,3130.01,166.68,0.00,0.00,0.00,0.00,166.68,102886.36,55577.01,47309.36,-10274.57,11147.08,3688.82,12712.43,11924.84,13135.51,4934.25
Papua New Guinea,1995,48452.65,4781.53,30304.82,1871.34,1053.64,1322.80,3643.05,22413.99,4720.32,615.31,610.73,4.58,0.00,4105.02,9810.17,8930.54,879.63,-1164.19,1150.53,172.97,1781.52,1679.27,35025.14,26057.04
Papua New Guinea,2000,41240.98,4629.23,25419.14,1960.71,924.23,1601.17,5997.59,14935.44,4664.02,1544.63,1539.92,4.70,0.00,3119.40,7681.66,6987.92,693.75,-1153.08,1043.98,153.57,1546.82,1450.81,30083.16,20933.04
Papua New Guinea,2005,41602.73,4357.43,23887.31,1649.99,815.65,1412.75,9306.08,10702.84,6577.53,1839.38,1828.96,10.43,0.00,4738.15,7245.17,6587.38,657.79,-464.71,975.15,,1519.85,1414.19,30464.84,20008.92
Papua New Guinea,2010,48896.36,4334.20,27383.33,2183.60,724.77,1535.76,8396.13,14543.08,9498.12,956.00,927.06,28.95,0.00,8542.12,8512.87,7738.86,774.01,-832.16,1095.84,,1804.33,1694.31,36881.45,22939.20
Papua New Guinea,2014,50489.34,4626.08,28599.93,2097.89,664.73,1454.82,6204.68,18177.81,8866.66,1160.41,1017.83,142.58,0.00,7706.24,11070.80,10066.98,1003.82,-2674.13,1749.44,,2268.17,2214.35,37466.59,24382.50
Paraguay,1995,53274.09,11338.36,16031.77,42.94,4156.36,659.97,5445.65,5726.85,0.00,0.00,0.00,0.00,0.00,0.00,30969.38,19275.46,11693.92,-5065.42,2933.59,419.29,3680.11,3316.23,16031.77,11172.50
Paraguay,2000,58545.20,12019.41,15616.10,40.76,3566.91,670.43,5619.56,5718.44,0.00,0.00,0.00,0.00,0.00,0.00,36952.46,21314.01,15638.45,-6042.77,2535.72,154.29,3373.10,2915.93,15616.10,11338.01
Paraguay,2005,62785.04,13103.86,16635.99,47.28,3113.14,825.09,6562.06,6088.42,0.00,0.00,0.00,0.00,0.00,0.00,38265.27,21955.25,16310.03,-5220.08,2482.74,229.53,3392.48,2858.75,16635.99,12650.48
Paraguay,2010,71594.40,11018.07,18666.85,70.04,2665.58,1044.96,7549.47,7336.80,0.00,0.00,0.00,0.00,0.00,0.00,43909.02,24202.35,19706.67,-1999.54,3215.87,189.52,4040.94,3756.07,18666.85,14886.27
Paraguay,2014,85574.86,11868.06,21357.98,118.97,2332.20,1178.98,9966.74,7761.08,0.00,0.00,0.00,0.00,0.00,0.00,54026.38,28381.94,25644.43,-1677.55,3842.14,279.09,4712.87,4478.27,21357.98,17727.83
Peru,1995,39145.04,9436.27,10261.76,235.86,4909.44,1086.97,1595.03,2434.46,640.12,371.79,364.57,7.03,0.19,268.34,20621.40,12831.27,7790.13,-1814.51,2990.31,253.42,3500.02,3250.25,10901.88,4029.49
Peru,2000,39445.74,11563.12,9917.23,210.84,4501.58,1110.66,1992.54,2101.61,712.30,471.03,461.22,9.81,0.00,241.26,19196.09,12179.50,7016.60,-1943.00,3132.10,233.84,3689.48,3534.51,10629.53,4094.15
Peru,2005,48341.34,12790.42,10257.63,175.06,4190.80,2061.14,1992.01,1838.63,1794.19,803.69,761.43,41.89,0.36,990.50,25010.80,15800.00,9210.80,-1511.69,3444.50,344.55,4269.60,3922.83,12051.82,3830.63
Peru,2010,69655.26,15666.26,11912.60,250.69,3901.84,3161.82,2724.19,1874.07,10304.69,1386.18,1199.52,181.06,5.61,8918.51,33488.76,20076.27,13412.48,-1717.05,4462.45,596.14,5596.97,5185.88,22217.29,4598.26
Peru,2014,81931.33,19522.12,13177.32,297.64,3667.18,4190.52,3064.34,1957.64,11737.16,1805.80,1366.35,434.11,5.34,9931.37,39501.59,22719.37,16782.22,-2006.86,5386.59,658.19,6490.17,6214.87,24914.48,5021.98
Philippines,1995,24166.01,6625.88,4556.87,200.60,94.28,732.25,3195.25,334.48,182.84,18.19,16.70,0.01,1.47,164.65,13614.58,7962.42,5652.16,-814.16,1595.30,166.32,1709.59,1763.33,4739.71,3529.74
Philippines,2000,21412.43,5803.10,3737.22,155.71,87.42,652.00,2538.38,303.70,65.36,3.15,2.40,0.03,0.72,62.21,12771.45,7449.52,5321.93,-964.71,1981.84,598.76,1825.15,2139.22,3802.58,2842.09
Philippines,2005,23230.41,6574.83,3171.77,148.90,79.62,398.97,2359.42,184.86,218.10,57.22,35.61,14.70,6.91,160.87,14102.35,8345.83,5756.52,-836.63,2350.11,850.01,2066.51,2602.47,3389.87,2544.28
Philippines,2010,27289.68,7326.28,4266.89,192.43,71.28,681.98,3006.86,314.34,481.70,109.92,55.53,33.15,21.24,371.78,15641.37,9011.09,6630.28,-426.57,2918.66,1172.63,2434.31,3243.42,4748.59,3321.21
Philippines,2014,30823.25,7860.12,5051.61,210.64,76.28,926.48,3412.95,425.26,592.43,122.41,59.82,37.45,25.15,470.01,17790.26,10340.43,7449.83,-471.18,3122.98,984.83,2873.09,3477.67,5644.04,3838.21
Poland,1995,82187.19,20510.48,5058.94,532.94,1018.36,598.47,1873.59,1035.59,1602.72,1124.22,7.81,97.01,1019.41,478.50,56394.95,30144.79,26250.16,-1379.89,5452.71,374.05,6656.76,6437.72,6661.66,2909.17
Poland,2000,103167.15,27741.05,4837.31,471.89,1037.51,698.11,1693.19,936.61,740.87,492.91,21.52,62.68,408.72,247.96,72678.82,39202.43,33476.38,-2830.89,7416.41,548.84,8678.59,8641.78,5578.18,2629.80
Poland,2005,109438.63,29788.16,4835.13,475.09,1056.23,832.20,1471.75,999.86,1843.76,1397.63,50.12,118.64,1228.87,446.13,77225.12,41726.34,35498.78,-4253.53,8540.07,638.79,10128.35,9951.58,6678.89,2471.61
Poland,2010,146589.79,37987.69,5389.09,532.91,1074.49,1144.37,1556.34,1080.97,4248.07,2654.43,82.04,163.88,2408.52,1593.64,107580.62,56764.00,50816.62,-8615.68,10865.60,903.42,12824.63,12365.61,9637.16,2637.31
Poland,2014,154931.84,40084.76,6458.31,623.30,1085.14,1581.71,1946.47,1221.68,3894.44,2128.06,123.14,183.32,1821.59,1766.38,113405.85,59610.97,53794.88,-8911.53,12125.05,1307.91,14341.86,13810.68,10352.75,3168.15
Portugal,1995,275673.70,79643.81,9547.42,785.53,2171.45,1448.74,3074.42,2067.27,89.09,1.48,0.00,0.00,1.48,87.61,189390.83,102210.94,87179.89,-2997.45,15805.83,2373.55,18537.46,18685.90,9636.51,5141.69
Portugal,2000,318459.88,94810.68,9663.03,670.97,2086.77,2332.54,2873.66,1699.09,3.81,0.00,0.00,0.00,0.00,3.81,224238.25,121659.72,102578.53,-10255.88,18263.49,1385.22,22057.02,21636.97,9666.84,4572.75
Portugal,2005,336061.18,106689.48,8417.80,590.96,2015.63,1713.18,2573.09,1524.95,85.63,0.00,0.00,0.00,0.00,85.63,236624.89,126771.57,109853.32,-15756.62,18522.79,280.67,22560.78,22213.29,8503.43,4098.04
Portugal,2010,320380.31,119244.24,7838.19,632.25,1967.70,1529.31,2343.30,1365.63,750.79,0.00,0.00,0.00,0.00,750.79,218552.37,116233.16,102319.21,-26005.28,18336.14,-528.99,23108.20,22331.04,8588.98,3708.93
Portugal,2014,274452.78,117409.35,8355.97,706.88,1972.08,1566.30,2704.60,1406.10,833.39,0.00,0.00,0.00,0.00,833.39,172162.53,90838.19,81324.34,-24308.45,17814.44,333.95,22077.55,21699.61,9189.36,4110.71
Qatar,1995,733338.23,131997.84,3315.23,3.30,0.00,837.51,719.27,1755.16,117562.12,117562.12,105664.10,11898.02,0.00,0.00,191777.69,111939.12,79838.57,288685.34,22194.63,,29886.39,30757.16,120877.35,2474.43
Qatar,2000,1185091.44,185449.42,2883.80,3.48,0.00,760.16,732.98,1387.18,146622.10,146622.10,128119.04,18503.07,0.00,0.00,470951.53,275497.14,195454.39,379184.59,,,77688.45,,149505.90,2120.16
Qatar,2005,1339511.27,153717.48,1613.16,3.31,0.00,490.53,325.14,794.18,490514.37,490514.37,445860.74,44653.62,0.00,0.00,490921.34,284345.44,206575.90,202744.92,48764.82,,81540.61,71074.56,492127.53,1119.32
Qatar,2010,1330800.64,181084.84,676.54,1.80,0.00,189.72,208.98,276.04,496479.92,496479.92,424782.80,71697.13,0.00,0.00,543007.69,303371.06,239636.63,109551.65,56524.41,,90650.25,81273.11,497156.46,485.02
Qatar,2014,1597124.62,217846.37,978.66,2.05,0.00,311.51,245.87,419.24,659326.64,659326.64,510632.55,148694.09,0.00,0.00,562649.81,319681.13,242968.68,156323.14,65940.19,29354.21,94944.21,90662.11,660305.30,665.10
Romania,1995,75994.15,21692.82,16329.32,1209.45,864.06,704.51,7845.52,5705.78,2461.70,2378.66,1076.67,1206.27,95.73,83.04,35484.59,21368.87,14115.72,25.72,3856.55,,5373.15,5338.76,18791.02,13551.30
Romania,2000,66613.06,19358.82,13516.99,801.46,873.01,728.31,6308.04,4806.17,1844.80,1808.62,1061.13,727.57,19.92,36.18,33240.12,20229.45,13010.68,-1347.67,4145.25,,5361.65,5324.14,15361.79,11114.21
Romania,2005,96527.78,29757.56,14554.85,653.98,922.61,1788.75,6311.30,4878.21,1905.57,1865.07,1293.19,475.25,96.63,40.50,52499.05,29292.18,23206.88,-2189.26,5743.92,,7466.96,7250.32,16460.42,11189.51
Romania,2010,101417.40,38580.50,13370.46,475.40,990.35,2014.48,4567.30,5322.94,1526.21,1487.18,1024.90,276.25,186.03,39.03,54010.58,31196.59,22813.99,-6070.36,7223.33,,9078.19,8941.20,14896.67,9890.24
Romania,2014,107021.78,41162.84,15366.80,539.67,1049.95,3248.19,5459.02,5069.98,1898.62,1845.13,1251.28,468.78,125.06,53.50,54014.01,31408.10,22605.90,-5420.49,7917.22,,10020.25,9893.38,17265.42,10528.99
Russia,1995,137042.57,75182.18,10555.39,1441.97,1527.59,2696.79,3080.95,1808.09,14770.98,14387.21,7548.92,6142.34,695.95,383.77,36789.11,20427.52,16361.60,-255.10,3867.63,-1424.94,7274.94,7212.92,25326.37,4889.04
Russia,2000,122308.74,48781.00,10705.24,1318.41,1546.43,3353.65,2386.33,2100.41,17704.08,17418.73,11028.79,5981.44,408.50,285.35,43239.58,26142.59,17096.99,1878.84,5870.91,522.72,7977.52,7770.61,28409.32,4486.74
Russia,2005,158164.54,47441.57,11171.29,1457.45,1578.66,3679.35,2519.21,1936.62,33988.49,33113.66,19805.37,11963.56,1344.73,874.83,66099.30,37821.56,28277.74,-536.11,8453.77,1049.04,10972.51,10706.45,45159.78,4455.83
Russia,2010,197143.49,53124.46,9696.84,1053.02,1598.50,3237.98,2161.64,1645.70,40978.38,37037.92,24243.11,10206.94,2587.87,3940.46,93430.08,52371.55,41058.54,-86.28,10594.91,1504.70,13119.73,12714.42,50675.22,3807.34
Russia,2014,188714.60,48806.75,8673.69,910.23,1587.40,2772.77,1858.86,1544.44,38246.96,34429.68,23652.58,9094.10,1683.00,3817.28,90812.37,51417.78,39394.59,2174.83,11202.45,998.60,14348.94,13881.41,46920.65,3403.30
Rwanda,1995,8623.56,872.22,5275.06,237.12,50.27,319.68,3863.63,804.35,1.66,0.00,,,0.00,1.66,2641.86,1842.74,799.12,-167.24,230.15,-13.35,293.24,294.48,5276.72,4667.98
Rwanda,2000,8043.43,672.78,3704.83,152.33,38.51,232.40,2723.66,557.93,0.00,0.00,,,0.00,0.00,3827.05,2735.10,1091.95,-161.23,294.52,-34.78,351.95,348.76,3704.83,3281.59
Rwanda,2005,9551.68,853.98,3676.40,292.75,38.38,360.45,2255.27,729.55,0.08,0.00,,,0.00,0.08,5186.78,3722.88,1463.90,-165.55,370.00,-1.35,448.44,443.71,3676.48,2984.82
Rwanda,2010,12250.61,1177.98,4970.74,334.80,38.91,395.62,3455.46,745.94,14.30,0.00,,,0.00,14.30,6107.65,4878.95,1228.71,-20.05,474.84,8.16,584.81,580.41,4985.04,4201.40
Rwanda,2014,21619.33,1537.67,6590.29,385.82,37.47,268.14,5006.92,891.93,59.67,0.00,,,0.00,59.67,13648.73,9074.26,4574.47,-217.03,554.45,-15.51,697.63,683.79,6649.96,5898.86
Saudi Arabia,1995,341680.26,90082.52,4267.57,4.54,55.28,390.59,2227.02,1590.14,112753.64,112751.25,111580.66,1170.59,0.00,2.38,115614.55,67483.30,48131.25,18961.97,14581.99,875.23,17375.57,17717.46,117021.21,3817.16
Saudi Arabia,2000,316511.81,65897.06,3196.84,4.93,48.72,486.74,1425.49,1230.95,110764.31,110759.85,109525.11,1234.73,0.00,4.46,115597.25,67622.06,47975.19,21056.35,13957.15,2468.85,17384.09,17428.37,113961.15,2656.44
Saudi Arabia,2005,360812.38,52445.79,2728.16,3.93,42.12,398.73,1275.01,1008.37,155262.10,155227.23,153057.98,2169.25,0.00,34.86,126149.27,73066.63,53082.64,24227.06,14711.45,5682.26,19087.74,19427.99,157990.26,2283.39
Saudi Arabia,2010,456534.75,61087.54,2926.89,5.28,37.10,389.61,1509.58,985.31,222776.88,222683.86,218510.90,4172.96,0.00,93.01,142129.70,79405.94,62723.76,27613.74,17465.03,5897.27,21764.08,22055.09,225703.77,2494.90
Saudi Arabia,2014,512868.75,66346.80,3080.97,7.15,33.75,401.01,1624.91,1014.15,249105.17,248854.44,242989.80,5864.64,0.00,250.73,156868.69,89128.19,67740.50,37467.12,19560.53,5302.95,24406.49,24941.51,252186.14,2639.06
Senegal,1995,11286.10,3634.43,3505.55,609.36,115.83,805.91,1027.07,947.37,4.08,0.66,0.12,0.54,0.00,3.42,4731.89,3426.04,1305.85,-589.85,741.26,8.35,837.65,811.06,3509.63,1974.44
Senegal,2000,12054.47,3526.73,3667.32,715.60,99.80,824.89,1066.05,960.99,13.35,0.67,0.12,0.56,0.00,12.67,5575.04,4010.88,1564.16,-727.98,782.46,23.15,904.73,887.21,3680.67,2027.03
Senegal,2005,12657.22,3688.34,3154.37,636.34,85.12,678.41,971.26,783.24,12.74,0.54,0.00,0.54,0.00,12.20,6224.45,4470.19,1754.27,-422.68,862.50,63.21,994.15,976.39,3167.11,1754.49
Senegal,2010,13181.32,3593.68,3281.95,655.04,72.32,649.48,1155.37,749.73,192.36,1.26,0.00,1.26,0.00,191.10,6568.31,4707.06,1861.24,-454.98,890.32,80.04,1028.54,1017.92,3474.31,1905.10
Senegal,2014,13085.09,3736.09,3444.24,713.34,62.66,708.75,1141.43,818.06,339.54,3.60,0.00,3.60,0.00,335.94,6260.09,4494.53,1765.57,-694.87,881.45,57.52,1041.72,1028.19,3783.78,1959.49
Sierra Leone,1995,6766.73,1520.07,3443.74,128.93,198.45,99.65,2425.81,590.89,0.00,0.00,,,0.00,0.00,2342.52,1536.37,806.15,-539.59,325.82,-119.30,445.95,419.17,3443.74,3016.70
Sierra Leone,2000,6348.49,1962.50,2637.87,117.10,181.47,91.88,1874.53,372.89,0.00,0.00,,,0.00,0.00,2473.62,1631.74,841.88,-725.50,327.65,-127.42,429.52,416.17,2637.87,2247.42
Sierra Leone,2005,5825.97,1176.53,2367.79,78.57,140.44,48.37,1931.35,169.06,1.36,0.00,,,0.00,1.36,2800.05,1679.18,1120.87,-519.76,400.97,-51.81,489.75,478.32,2369.15,2100.41
Sierra Leone,2010,8501.02,1197.30,4181.05,92.14,119.03,115.17,3501.26,353.45,79.07,0.00,,,0.00,79.07,3205.68,1923.44,1282.23,-162.08,484.08,25.36,569.85,576.04,4260.12,3854.71
Sierra Leone,2014,14741.64,1165.88,6370.77,90.32,119.01,163.52,5540.66,457.26,2980.11,0.00,,,0.00,2980.11,4528.82,2715.04,1813.78,-303.94,643.45,-81.04,794.09,775.24,9350.88,5997.92
Singapore,1995,418122.19,99567.29,40.90,5.44,16.41,5.75,11.91,1.39,0.00,0.00,0.00,0.00,0.00,0.00,298579.26,181687.09,116892.17,19934.74,27841.32,12387.02,31583.70,31811.91,40.90,13.30
Singapore,2000,508559.77,115264.20,43.91,4.73,14.36,5.76,18.59,0.47,0.00,0.00,0.00,0.00,0.00,0.00,338090.84,205363.50,132727.35,55160.81,31044.95,12026.54,36354.00,36131.19,43.91,19.06
Singapore,2005,617095.02,131439.59,53.27,4.55,13.56,5.59,29.39,0.19,0.00,0.00,0.00,0.00,0.00,0.00,370387.97,224646.60,145741.36,115214.18,34434.16,13492.69,43572.89,40691.47,53.27,29.58
Singapore,2010,695410.68,153627.65,52.35,5.06,11.39,5.89,29.49,0.51,0.00,0.00,0.00,0.00,0.00,0.00,432820.93,262197.74,170623.20,108909.75,43821.41,20829.77,50703.73,50415.06,52.35,30.00
Singapore,2014,775196.02,186017.26,55.84,6.03,10.57,5.77,33.11,0.36,0.00,0.00,0.00,0.00,0.00,0.00,466119.10,283558.39,182560.71,123003.82,45552.42,19312.06,56007.21,53240.89,55.84,33.47
Slovakia,1995,111156.79,32783.20,7878.47,1208.61,1968.83,1067.67,2078.01,1555.35,111.54,111.54,15.06,58.67,37.81,0.00,69564.81,42067.20,27497.62,818.77,7035.62,758.13,9000.48,9043.30,7990.01,3633.36
Slovakia,2000,128466.65,36431.47,6487.28,927.15,1958.56,929.21,1561.93,1110.43,73.74,72.99,18.33,42.20,12.46,0.75,87172.21,52606.11,34566.10,-1698.05,8216.14,457.07,10653.72,10598.09,6561.02,2672.36
Slovakia,2005,152490.84,44298.79,5924.38,795.98,1975.60,1061.17,1221.09,870.53,182.76,164.58,27.37,57.89,79.31,18.18,106528.95,64329.98,42198.97,-4444.03,10466.95,474.38,13668.30,13289.38,6107.14,2091.62
Slovakia,2010,205495.22,65792.17,6610.38,1036.67,1975.91,1458.29,1354.64,784.88,239.43,228.44,26.63,54.69,147.12,10.99,143864.88,80581.05,63283.83,-11011.64,13389.91,378.05,17176.19,16791.02,6849.81,2139.52
Slovakia,2014,213211.42,70364.37,7156.90,1205.74,1966.80,1808.27,1450.81,725.28,223.89,185.24,16.21,62.93,106.10,38.65,147385.59,81190.46,66195.12,-11919.33,14370.98,680.95,18595.23,18267.44,7380.79,2176.09
Slovenia,1995,247535.85,65906.81,9183.41,640.10,4229.98,866.71,1237.27,2209.35,100.07,100.07,0.36,2.64,97.08,0.00,172035.37,91983.53,80051.84,310.19,12979.85,1615.96,15556.13,15720.20,9283.48,3446.62
Slovenia,2000,284539.88,81466.59,10181.25,700.25,4310.65,1147.94,1339.59,2682.82,35.73,35.73,0.32,1.34,34.07,0.00,195119.84,105974.31,89145.53,-2263.53,15482.00,1970.45,19178.89,19216.15,10216.98,4022.40
Slovenia,2005,329598.65,100017.28,11322.55,692.18,4320.53,2726.43,1117.19,2466.22,340.41,340.41,0.27,1.09,339.05,0.00,220311.08,119692.60,100618.48,-2392.67,18390.93,2840.82,22750.90,22616.93,11662.96,3583.42
Slovenia,2010,365275.24,115733.69,12411.16,816.54,4232.64,4060.12,1168.81,2133.06,840.76,840.76,0.27,1.41,839.08,0.00,247878.60,139444.19,108434.41,-11588.97,19154.94,1644.69,24205.06,23979.72,13251.92,3301.86
Slovenia,2014,351776.14,121678.55,14105.47,1071.91,4207.84,5456.92,1199.58,2169.23,580.21,580.21,0.45,1.16,578.60,0.00,225045.78,122701.60,102344.18,-9633.87,18972.39,2282.76,24020.67,23995.70,14685.68,3368.81
Solomon Islands,1995,31356.55,4763.89,9754.95,3349.76,1725.02,870.13,3414.50,395.54,1.99,0.00,,,0.00,1.99,17867.46,9426.03,8441.43,-1031.74,1137.08,,2271.56,1402.90,9756.94,3810.04
Solomon Islands,2000,25070.22,3506.96,9285.73,2995.65,1484.54,989.46,3602.75,213.32,0.36,0.00,,,0.00,0.36,13215.56,6995.28,6220.28,-938.39,1549.74,-252.02,1721.05,1722.63,9286.09,3816.07
Solomon Islands,2005,24757.43,2731.98,10811.16,2733.21,1288.80,923.66,5628.30,237.19,7.08,0.00,,,0.00,7.08,11921.60,6207.20,5714.40,-714.39,1336.44,-296.99,1592.91,1599.06,10818.24,5865.49
Solomon Islands,2010,30343.34,2150.41,16000.00,5721.01,1135.14,1145.72,7718.56,279.56,72.81,0.00,,,0.00,72.81,13215.87,6787.23,6428.64,-1095.74,862.04,,1778.50,1314.96,16072.81,7998.13
Solomon Islands,2014,31245.16,1835.23,13300.03,4560.03,1033.33,1727.85,5755.35,223.46,1138.24,0.00,,,0.00,1138.24,15327.49,7900.59,7426.90,-355.82,1342.49,,2021.36,1921.84,14438.27,5978.82
South Africa,1995,63217.05,14599.96,6228.49,1075.33,417.92,248.08,1719.70,2767.46,2838.36,1885.44,0.00,4.41,1881.04,952.92,40353.92,19730.66,20623.26,-803.68,3965.35,224.00,4788.82,4700.26,9066.85,4487.16
