Entity,Year,‘cost of basic needs’ approach - share of population below poverty line,$1.90 - share of population below poverty line,$5 - share of population below poverty line,$10 - share of population below poverty line,$30 - share of population below poverty line,‘cost of basic needs’ approach - share of population above poverty line,$1.90 - share of population above poverty line,$5 - share of population above poverty line,$10 - share of population above poverty line,$30 - share of population above poverty line,$1.90-$5 - share of population between poverty lines,$5-$10 - share of population between poverty lines,$10-$30 - share of population between poverty lines,‘cost of basic needs’ approach - number below poverty line,$1.90 - number below poverty line,$5 - number below poverty line,$10 - number below poverty line,$30 - number below poverty line,‘cost of basic needs’ approach - number above poverty line,$1.90 - number above poverty line,$5 - number above poverty line,$10 - number above poverty line,$30 - number above poverty line,$1.90-$5 - number between poverty lines,$5-$10 - number between poverty lines,$10-$30 - number between poverty lines
Latin America and Caribbean,1898,72.6589096065094,70.5854457303214,91.2767658566969,96.98676564741339,99.68723974092269,27.341090393490603,29.414554269678604,8.723234143303102,3.0132343525866077,0.312760259077308,20.6913201263755,5.709999790716495,2.7004740935092997,43928850.0,42675254.0,55185020.0,58637228.0,60269908.0,16530150.0,17783745.0,5273980.0,1821771.0,189092.0,12509765.0,3452209.0,1632680.0
Latin America and Caribbean,1899,73.27977312221489,71.3035308740721,90.9246916072384,96.53470133832191,99.5653207444551,26.72022687778511,28.696469125927905,9.075308392761599,3.4652986616780908,0.43467925554490705,19.621160733166306,5.610009731083508,3.0306194061331837,45078052.0,43862367.0,55932324.0,59383321.0,61247606.0,16436947.0,17652633.0,5582676.0,2131678.0,267393.0,12069957.0,3450997.0,1864286.0
Latin America and Caribbean,1900,73.94369596628229,71.7793792134897,91.5116993176224,97.0691844307116,99.6939510238047,26.05630403371771,28.220620786510295,8.488300682377599,2.9308155692883986,0.30604897619529936,19.732320104132697,5.5574851130892,2.6247665930930992,46334599.0,44978395.0,57343061.0,60825493.0,62470224.0,16327401.0,17683605.0,5318939.0,1836508.0,191776.0,12364666.0,3482431.0,1644731.0
Latin America and Caribbean,1901,72.70329748552669,70.68389165295899,91.26043471095579,96.9720474735233,99.6784817462457,27.29670251447331,29.31610834704101,8.739565289044208,3.027952526476696,0.32151825375430576,20.5765430579968,5.711612762567512,2.7064342727223902,46406515.0,45117528.0,58251536.0,61897258.0,63624775.0,17423485.0,18712472.0,5578465.0,1932742.0,205225.0,13134007.0,3645722.0,1727517.0
Latin America and Caribbean,1902,73.2876348416975,70.71447171864669,91.2011745601891,97.0484988359089,99.7022224955238,26.712365158302504,29.285528281353308,8.798825439810898,2.9515011640910984,0.2977775044762012,20.48670284154241,5.847324275719799,2.653723659614897,47631100.0,45958750.0,59273468.0,63073761.0,64798469.0,17360900.0,19033251.0,5718533.0,1918240.0,193532.0,13314718.0,3800293.0,1724708.0
Latin America and Caribbean,1903,72.2547336435894,69.79506457211309,90.6130322378613,96.66833810937699,99.6238352230988,27.745266356410596,30.20493542788691,9.386967762138696,3.3316618906230104,0.37616477690120576,20.817967665748213,6.055305871515685,2.9554971137218047,47810957.0,46183394.0,59958643.0,63965439.0,65921091.0,18359043.0,19986606.0,6211357.0,2204561.0,248908.0,13775249.0,4006796.0,1955652.0
Latin America and Caribbean,1904,71.7980814038173,69.352011998674,90.1929002438296,96.3808826292786,99.5575331236134,28.201918596182693,30.647988001326,9.807099756170402,3.6191173707213977,0.44246687638660376,20.840888245155597,6.187982385449004,3.176650494334794,48374675.0,46726611.0,60768368.0,64937583.0,67077883.0,19001325.0,20649388.0,6607631.0,2438417.0,298116.0,14041757.0,4169215.0,2140300.0
Latin America and Caribbean,1905,71.0431753889261,69.0163598714097,89.8463358895443,96.0485040255411,99.4635209613824,28.9568246110739,30.983640128590295,10.153664110455694,3.9514959744588936,0.5364790386175997,20.8299760181346,6.2021681359968,3.415016935841294,48720699.0,47330729.0,61615718.0,65869103.0,68211088.0,19858301.0,21248270.0,6963281.0,2709896.0,367912.0,14284989.0,4253385.0,2341984.0
Latin America and Caribbean,1906,70.3328342972524,68.2057096023509,89.595583334075,95.9097959591659,99.42806202023951,29.667165702747596,31.794290397649107,10.404416665924998,4.090204040834095,0.5719379797604915,21.38987373172411,6.314212625090903,3.5182660610736036,49088802.0,47604175.0,62533238.0,66940243.0,69395816.0,20706198.0,22190825.0,7261763.0,2854758.0,399184.0,14929062.0,4407005.0,2455574.0
Latin America and Caribbean,1907,69.8339642584318,67.6584986291589,89.3174658980122,95.8357086700656,99.4238586778447,30.166035741568194,32.3415013708411,10.682534101987798,4.1642913299344,0.5761413221552942,21.658967268853303,6.518242772053398,3.588150007779106,49622618.0,48076776.0,63467205.0,68098937.0,70648605.0,21435382.0,22981224.0,7590795.0,2959062.0,409394.0,15390429.0,4631733.0,2549668.0
Latin America and Caribbean,1908,69.761639534408,67.7211449721334,88.9827684903117,95.5330947814158,99.331031202004,30.238360465591995,32.2788550278666,11.017231509688301,4.466905218584202,0.6689687979960013,21.261623518178297,6.550326291104099,3.7979364205882007,50463477.0,48987444.0,64367465.0,69105775.0,71853088.0,21873523.0,23349555.0,7969535.0,3231225.0,483912.0,15380021.0,4738310.0,2747313.0
Latin America and Caribbean,1909,68.5780625540009,66.0911801461865,88.4361523643133,95.3473217143606,99.2929429312282,31.421937445999106,33.9088198538135,11.563847635686699,4.6526782856393964,0.7070570687718032,22.3449722181268,6.911169350047302,3.9456212168675933,50512544.0,48680781.0,65139417.0,70229977.0,73136204.0,23144457.0,24976220.0,8517583.0,3427023.0,520797.0,16458636.0,5090560.0,2906226.0
Latin America and Caribbean,1910,68.1282159961426,65.5712750948368,87.9959579196275,95.0790623943979,99.2185893783748,31.8717840038574,34.42872490516319,12.0040420803725,4.920937605602106,0.7814106216251986,22.424682824790693,7.083104474770394,4.139526983976907,50991245.0,49077477.0,65861455.0,71162876.0,74261146.0,23854756.0,25768524.0,8984545.0,3683125.0,584855.0,16783978.0,5301420.0,3098270.0
Latin America and Caribbean,1911,67.93076170447159,65.37001703638559,88.01727821026249,95.07703411675101,99.2344320420319,32.06923829552841,34.62998296361441,11.98272178973751,4.922965883248992,0.7655679579681021,22.6472611738769,7.059755906488519,4.15739792528089,51788375.0,49836140.0,67101733.0,72483879.0,75653354.0,24448625.0,26400860.0,9135268.0,3753122.0,583646.0,17265593.0,5382146.0,3169475.0
Latin America and Caribbean,1912,67.7023444875985,64.8808385700853,87.24831670443099,94.6352651735195,99.1428749819269,32.297655512401505,35.1191614299147,12.75168329556901,5.3647348264805,0.8571250180731056,22.36747813434569,7.386948469088509,4.507609808407395,52454422.0,50268376.0,67598250.0,73321510.0,76813916.0,25023577.0,27209624.0,9879749.0,4156489.0,664083.0,17329875.0,5723260.0,3492406.0
Latin America and Caribbean,1913,68.69530294725689,66.0631364690542,87.6954629180537,94.7680017846801,99.179726940318,31.30469705274311,33.9368635309458,12.304537081946293,5.231998215319905,0.8202730596819947,21.632326448999507,7.072538866626388,4.41172515563791,54096177.0,52023399.0,69058423.0,74627906.0,78102051.0,24651823.0,26724601.0,9689577.0,4120094.0,645949.0,17035024.0,5569483.0,3474145.0
Latin America and Caribbean,1914,69.6952798109249,66.74654871836701,88.3287042911441,95.39596220821241,99.3852986013652,30.3047201890751,33.25345128163299,11.671295708855894,4.60403779178759,0.6147013986347929,21.582155572777097,7.067257917068304,3.989336393152797,55789678.0,53429278.0,70705362.0,76362560.0,79555944.0,24258323.0,26618723.0,9342639.0,3685440.0,492056.0,17276084.0,5657199.0,3193384.0
Latin America and Caribbean,1915,69.6408510602829,66.5470576516672,88.2954387630745,95.4381205848042,99.41238681413151,30.3591489397171,33.4529423483328,11.7045612369255,4.561879415195804,0.5876131858684914,21.748381111407298,7.1426818217296955,3.9742662293273128,56611048.0,54096103.0,71775362.0,77581648.0,80812329.0,24678952.0,27193897.0,9514638.0,3708352.0,477671.0,17679259.0,5806286.0,3230681.0
Latin America and Caribbean,1916,67.6075359769549,64.5683288126006,87.8428553832281,95.2794619932406,99.4006680746244,32.39246402304509,35.4316711873994,12.157144616771902,4.720538006759398,0.5993319253755942,23.2745265706275,7.436606610012504,4.121206081383804,55785006.0,53277265.0,72481775.0,78617942.0,82018473.0,26727994.0,29235735.0,10031225.0,3895058.0,494527.0,19204510.0,6136167.0,3400531.0
Latin America and Caribbean,1917,66.3825552988483,63.1745094822913,87.61128880964199,95.3343320729351,99.4482897757642,33.6174447011517,36.8254905177087,12.38871119035801,4.665667927064902,0.551710224235805,24.436779327350692,7.723043263293107,4.113957702829097,55598045.0,52911178.0,73377958.0,79846316.0,83291920.0,28155954.0,30842821.0,10376041.0,3907683.0,462079.0,20466780.0,6468358.0,3445604.0
Latin America and Caribbean,1918,66.69965869514711,63.387800476629096,87.15489308034,95.13334914457239,99.4298926109019,33.30034130485289,36.612199523370904,12.845106919659997,4.866650855427608,0.5701073890980979,23.767092603710907,7.97845606423239,4.29654346632951,56702714.0,53887237.0,74092118.0,80874763.0,84527341.0,28309286.0,31124763.0,10919882.0,4137237.0,484660.0,20204881.0,6782645.0,3652578.0
Latin America and Caribbean,1919,64.8582146902719,61.6137112151763,86.39633303619681,94.5420053031889,99.2862465495306,35.14178530972811,38.3862887848237,13.603666963803192,5.457994696811099,0.7137534504693974,24.782621821020506,8.145672266992094,4.744241246341701,55978477.0,53178178.0,74567812.0,81598260.0,85692967.0,30330524.0,33130822.0,11741189.0,4710741.0,616033.0,21389633.0,7030448.0,4094707.0
Latin America and Caribbean,1920,60.964558824411895,57.6025881332763,86.0068413719494,94.7456465048248,99.3775725231811,39.035441175588105,42.3974118667237,13.993158628050594,5.254353495175195,0.6224274768188991,28.404253238673107,8.738805132875399,4.631926018356296,53991433.0,51014004.0,76169379.0,83908640.0,88010766.0,34570568.0,37547996.0,12392621.0,4653361.0,551234.0,25155375.0,7739261.0,4102126.0
Latin America and Caribbean,1921,64.9546782525062,61.583055817737495,86.85750549750951,95.24112416495079,99.4966257201634,35.0453217474938,38.416944182262505,13.142494502490493,4.75887583504921,0.5033742798366063,25.27444967977201,8.383618667441283,4.255501555212604,58436476.0,55403196.0,78141354.0,85683677.0,89512139.0,31528524.0,34561804.0,11823645.0,4281323.0,452861.0,22738159.0,7542322.0,3828462.0
Latin America and Caribbean,1922,63.50393128717629,60.3155164788253,85.9009770552432,94.56800854830179,99.3576459789188,36.49606871282371,39.6844835211747,14.099022944756797,5.4319914516982095,0.6423540210812035,25.5854605764179,8.667031493058587,4.789637430617006,58252791.0,55328026.0,78797825.0,86748180.0,91141762.0,33478209.0,36402973.0,12933175.0,4982820.0,589238.0,23469799.0,7950355.0,4393582.0
Latin America and Caribbean,1923,57.5284393453412,54.433453173275005,83.4530249972122,93.3602880313072,99.1418005031033,42.4715606546588,45.566546826724995,16.546975002787804,6.639711968692794,0.8581994968967024,29.01957182393719,9.90726303409501,5.781512471796091,53832237.0,50936104.0,78091168.0,87361889.0,92771940.0,39742763.0,42638896.0,15483832.0,6213110.0,803060.0,27155064.0,9270721.0,5410050.0
Latin America and Caribbean,1924,58.9846337653582,56.0036341336698,83.1924617236626,92.8806144194993,98.9808391342182,41.0153662346418,43.9963658663302,16.807538276337397,7.119385580500705,1.0191608657817994,27.188827589992805,9.688152695836692,6.100224714718905,56309091.0,53463310.0,79418852.0,88667550.0,94491069.0,39154909.0,42000691.0,16045148.0,6796450.0,972932.0,25955542.0,9248698.0,5823519.0
Latin America and Caribbean,1925,57.4022948272795,54.4811523299378,82.39271694736719,92.56456979437941,98.9455389403928,42.5977051727205,45.5188476700622,17.60728305263281,7.435430205620591,1.0544610596072062,27.91156461742939,10.171852847012218,6.380969146013385,55878838.0,53035223.0,80206014.0,90107906.0,96319524.0,41467162.0,44310778.0,17139986.0,7238094.0,1026476.0,27170792.0,9901892.0,6211618.0
Latin America and Caribbean,1926,59.740637304578804,56.68955409267,82.5691567769814,92.722507554415,99.03200482790639,40.259362695421196,43.31044590733,17.4308432230186,7.277492445584997,0.9679951720936089,25.8796026843114,10.153350777433602,6.309497273491388,59301544.0,56272886.0,81962274.0,92040998.0,98304120.0,39963457.0,42992114.0,17302727.0,7224003.0,960880.0,25689388.0,10078724.0,6263123.0
Latin America and Caribbean,1927,59.545241631783895,56.557596367391206,82.19921042613831,92.4534730843323,98.966164459756,40.454758368216105,43.442403632608794,17.800789573861692,7.546526915667698,1.0338355402439987,25.641614058747102,10.254262658193994,6.5126913754236995,60241921.0,57219320.0,83160941.0,93535179.0,100124069.0,40928079.0,43950680.0,18009059.0,7634821.0,1045931.0,25941621.0,10374238.0,6588890.0
Latin America and Caribbean,1928,56.10868440647911,53.0893534603593,80.2136434213268,91.5184627875187,98.8117546539123,43.89131559352089,46.9106465396407,19.786356578673207,8.4815372124813,1.1882453460876974,27.124289960967495,11.304819366191907,7.293291866393602,57879474.0,54764853.0,82745185.0,94406785.0,101930253.0,45276525.0,48391146.0,20410814.0,8749214.0,1225746.0,27980332.0,11661599.0,7523468.0
Latin America and Caribbean,1929,56.59698144374809,53.5561823562446,79.9297559357082,91.42163060202961,98.8321716610888,43.40301855625191,46.4438176437554,20.0702440642918,8.578369397970391,1.1678283389112067,26.373573579463603,11.491874666321408,7.4105410590591845,59494181.0,56297723.0,84021360.0,96101504.0,103891391.0,45624819.0,48821277.0,21097640.0,9017496.0,1227609.0,27723637.0,12080144.0,7789887.0
Latin America and Caribbean,1930,58.0130080930349,54.911737315825306,81.2893769449629,92.3471797351148,99.0704450579279,41.9869919069651,45.088262684174694,18.710623055037104,7.652820264885193,0.9295549420721017,26.37763962913759,11.05780279015191,6.723265322813091,62120329.0,58799488.0,87044665.0,98885360.0,106084632.0,44959671.0,48280512.0,20035335.0,8194640.0,995367.0,28245176.0,11840695.0,7199273.0
Latin America and Caribbean,1931,60.493431231838,57.6121889563186,82.64932825778631,92.8187159991383,99.1174378998837,39.506568768162,42.3878110436814,17.35067174221369,7.1812840008616945,0.8825621001163029,25.03713930146771,10.169387741351997,6.298721900745392,65986840.0,62843952.0,90154714.0,101247584.0,108118293.0,43094160.0,46237048.0,18926286.0,7833416.0,962708.0,27310762.0,11092870.0,6870709.0
Latin America and Caribbean,1932,61.1317194918556,58.2872491771336,82.6889816547845,92.51077821908589,99.0027351679944,38.8682805081444,41.7127508228664,17.3110183452155,7.489221780914107,0.9972648320055981,24.401732477650896,9.821796564301394,6.491956948908509,67891054.0,64732071.0,91831903.0,102739695.0,109949468.0,43165946.0,46324930.0,19225098.0,8317305.0,1107532.0,27099832.0,10907793.0,7209773.0
Latin America and Caribbean,1933,59.5987393884267,56.734459166811,83.1149615331632,93.2688116472697,99.2492733243157,40.4012606115733,43.265540833189,16.885038466836804,6.7311883527303,0.7507266756843052,26.380502366352196,10.153850114106504,5.980461677045994,67388295.0,64149653.0,93978088.0,105459046.0,112221154.0,45681706.0,48920347.0,19091913.0,7610955.0,848847.0,29828434.0,11480958.0,6762108.0
Latin America and Caribbean,1934,57.0073769145817,54.3902396559117,81.1305299450029,91.2736890382843,98.6317263150615,42.9926230854183,45.6097603440883,18.869470054997095,8.726310961715697,1.3682736849385009,26.740290289091206,10.143159093281398,7.358037276777196,65594968.0,62583585.0,93352033.0,105023157.0,113489609.0,49469032.0,52480415.0,21711967.0,10040842.0,1574390.0,30768448.0,11671125.0,8466452.0
Latin America and Caribbean,1935,55.9907812163675,53.228931701250005,80.9553785297763,91.4211697195255,98.7464498252042,44.0092187836325,46.771068298749995,19.044621470223703,8.578830280474506,1.253550174795805,27.726446828526292,10.465791189749197,7.325280105678701,65584242.0,62349177.0,94826274.0,107085273.0,115665667.0,51549759.0,54784823.0,22307727.0,10048727.0,1468333.0,32477096.0,12259000.0,8580394.0
Latin America and Caribbean,1936,54.95303175792991,52.079723893159404,80.74047516909279,91.5414580910627,98.84844925361669,45.04696824207009,47.920276106840596,19.25952483090721,8.458541908937306,1.1515507463833075,28.660751275933386,10.800982921969904,7.306991162553999,65488627.0,62064449.0,96220039.0,109091786.0,117799674.0,53683373.0,57107551.0,22951961.0,10080214.0,1372326.0,34155591.0,12871747.0,8707888.0
Latin America and Caribbean,1937,58.1438043116899,49.9490576327183,79.7223379769607,90.71820177533439,98.59250292390959,41.8561956883101,50.0509423672817,20.277662023039298,9.281798224665607,1.407497076090408,29.7732803442424,10.99586379837369,7.874301148575199,70551692.0,60608186.0,96735085.0,110077466.0,119632143.0,50788308.0,60731813.0,24604915.0,11262534.0,1707857.0,36126898.0,13342381.0,9554677.0
Latin America and Caribbean,1938,58.296872860948,50.3276120525432,79.9907022245938,90.94657803937129,98.6867160429738,41.703127139052,49.6723879474568,20.009297775406196,9.053421960628711,1.3132839570262007,29.6630901720506,10.955875814777485,7.74013800360251,72017042.0,62172216.0,98816514.0,112350855.0,121912635.0,51517958.0,61362785.0,24718486.0,11184145.0,1622365.0,36644299.0,13534341.0,9561779.0
Latin America and Caribbean,1939,57.709078458183406,49.7978261278992,79.81249296170961,90.7959863641473,98.64747704172349,42.290921541816594,50.2021738721008,20.18750703829039,9.204013635852704,1.3525229582765093,30.01466683381041,10.983493402437688,7.851490677576194,72671311.0,62708908.0,100505478.0,114336661.0,124223808.0,53255689.0,63218091.0,25421522.0,11590338.0,1703192.0,37796569.0,13831184.0,9887147.0
Latin America and Caribbean,1940,57.3614829031455,49.6818985976035,79.6650213935398,90.8136539339228,98.6732170318791,42.6385170968545,50.3181014023965,20.334978606460197,9.186346066077206,1.3267829681208951,29.983122795936303,11.148632540382991,7.859563097956311,73613712.0,63758271.0,102236512.0,116543887.0,126630300.0,54719288.0,64574729.0,26096488.0,11789114.0,1702700.0,38478241.0,14307375.0,10086413.0
Latin America and Caribbean,1941,48.873755423779905,49.0232428657494,79.44491771744771,90.9271196874994,98.7701715776815,51.126244576220095,50.9767571342506,20.55508228255229,9.072880312500601,1.229828422318505,30.421674851698306,11.48220197005169,7.843051890182096,64094998.0,64291042.0,104187243.0,119245462.0,129531154.0,67049002.0,66852959.0,26956757.0,11898538.0,1612846.0,39896201.0,15058219.0,10285692.0
